"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Onkologie LogicalModel FHIR Mapping","Mapping: Onkologie LogicalModel oBDS Mapping"
"mii-lm-onko","mii-lm-onko","","","",0,*,"","","","null {[]} {[]}
","MII LM Onkologie","MII LogicalModel Modul Onkologie","","","","","","","","","",,,,,"",,,,"Element",0,*,"ele-1
"mii-lm-onko.Diagnose.PrimaertumorTopographieICDO","mii-lm-onko.Diagnose.PrimaertumorTopographieICDO","","","",0,1,"","","","code {[]} {[]}
","Primärtumor Topographie ICD-O","Bezeichnung der Topographie einer Erkrankung nach der aktuellen ICD-O Version.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Diagnose.PrimaertumorTopographieICDO",0,1,"","","Condition.bodySite.coding.where(system='http://terminology.hl7.org/CodeSystem/icd-o-3').code","5.4"
"mii-lm-onko.Diagnose.PrimaertumorTopographieICDOVersion","mii-lm-onko.Diagnose.PrimaertumorTopographieICDOVersion","","","",0,1,"","","","string {[]} {[]}
","Primärtumor Topographie ICD-O-Version","Bezeichnung der zur Kodierung verwendeten ICD-O Version.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Diagnose.PrimaertumorTopographieICDOVersion",0,1,"","","Condition.bodySite.coding.where(system='http://terminology.hl7.org/CodeSystem/icd-o-3').version","5.5"
"mii-lm-onko.Diagnose.PrimaertumorDiagnosedatum","mii-lm-onko.Diagnose.PrimaertumorDiagnosedatum","","","",0,1,"","","","dateTime {[]} {[]}
","Primärtumor Diagnosedatum","Datum, angegeben in Tag, Monat und Jahr, an dem die meldepflichtige Diagnose erstmals durch einen Arzt klinisch oder mikroskopisch diagnostiziert wurde.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Diagnose.PrimaertumorDiagnosedatum",0,1,"","","Condition.assertedDate","5.6"
"mii-lm-onko.Diagnose.PrimaertumorDiagnosesicherung","mii-lm-onko.Diagnose.PrimaertumorDiagnosesicherung","","","",0,1,"","","","code {[]} {[]}
","Primärtumor Diagnosesicherung","Höchste erreichte Diagnosesicherheit der Diagnose.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Diagnose.PrimaertumorDiagnosesicherung",0,1,"","","Condition.verificationStatus.coding.where(system='https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/CodeSystem/mii-cs-onko-primaertumor-diagnosesicherung').code","5.7"
"mii-lm-onko.Diagnose.PrimaertumorSeitenlokalisation","mii-lm-onko.Diagnose.PrimaertumorSeitenlokalisation","","","",0,1,"","","","code {[]} {[]}
","Primärtumor Seitenlokalisation","Organspezifische Angabe der betroffenen Seite.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Diagnose.PrimaertumorSeitenlokalisation",0,1,"","","Condition.bodySite.coding.where(system='https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/CodeSystem/mii-cs-onko-primaertumor-seitenlokalisation').code","5.8"
"mii-lm-onko.Diagnose.FruehereTumorerkrankungen","mii-lm-onko.Diagnose.FruehereTumorerkrankungen","","","",0,*,"","","","Condition {[]} {[]}
","Frühere Tumorerkrankungen","Tumorerkrankungen, die in der Anamnese zu einem früheren Zeitpunkt diagnostiziert/behandelt wurden.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Diagnose.FruehereTumorerkrankungen",0,*,"","","Condition","5.9"
"mii-lm-onko.Histologie","mii-lm-onko.Histologie","","","",0,*,"","","","BackboneElement {[]} {[]}
","Histologie","Histologie","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","6"
"mii-lm-onko.Histologie.id","mii-lm-onko.Histologie.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-onko.Histologie.extension","mii-lm-onko.Histologie.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-onko.Histologie.modifierExtension","mii-lm-onko.Histologie.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-onko.Histologie.TumorHistologiedatum","mii-lm-onko.Histologie.TumorHistologiedatum","","","",0,1,"","","","dateTime {[]} {[]}
","Tumor Histologiedatum","Datum, an dem die Gewebeprobe entnommen wurde.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie.TumorHistologiedatum",0,1,"","","Specimen.collection.collectedDateTime","6.1"
"mii-lm-onko.Histologie.HistologieEinsendenummer","mii-lm-onko.Histologie.HistologieEinsendenummer","","","",0,1,"","","","string {[]} {[]}
","Histologie-Einsendenummer","Die Histologie-Einsendenummer/Auftragsnummer wird vom Pathologischen Institut beim Eingang des Präparates vergeben.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie.HistologieEinsendenummer",0,1,"","","Specimen.accessionIdentifier","6.2"
"mii-lm-onko.Histologie.MorphologieCode","mii-lm-onko.Histologie.MorphologieCode","","","",0,1,"","","","code {[]} {[]}
","Morphologie-Code","Gibt an, welche Histologie der Tumor aufweist.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie.MorphologieCode",0,1,"","","Condition.extension.where(url='https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/StructureDefinition/mii-ex-onko-histology-morphology-behavior-icdo3').valueCodeableConcept.code","6.3"
"mii-lm-onko.Histologie.MorphologieICDOBlueBookVersion","mii-lm-onko.Histologie.MorphologieICDOBlueBookVersion","","","",0,1,"","","","string {[]} {[]}
","Morphologie ICD-O/Blue Book Version","Bezeichnung der zur Kodierung verwendeten ICD-O/Blue Book Version.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie.MorphologieICDOBlueBookVersion",0,1,"","","Condition.extension.where(url='https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/StructureDefinition/mii-ex-onko-histology-morphology-behavior-icdo3').valueCodeableConcept.version","6.4"
"mii-lm-onko.Histologie.MorphologieFreitext","mii-lm-onko.Histologie.MorphologieFreitext","","","",0,1,"","","","string {[]} {[]}
","Morphologie-Freitext","Gibt die Originalbezeichnung der morphologischen Diagnose an.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie.MorphologieFreitext",0,1,"","","Condition.code.text","6.5"
"mii-lm-onko.Histologie.Grading","mii-lm-onko.Histologie.Grading","","","",0,*,"","","","code {[]} {[]}
","Grading","Gibt den Differenzierungsgrad des Tumors entsprechend der aktuellen TNM-Auflage an.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie.Grading",0,*,"","","Observation.valueCodeableConcept.coding.where(system='https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/CodeSystem/mii-cs-onko-grading').code","6.6"
"mii-lm-onko.Histologie.AnzahlUntersuchteLymphknoten","mii-lm-onko.Histologie.AnzahlUntersuchteLymphknoten","","","",0,*,"","","","decimal {[]} {[]}
","Anzahl der untersuchten Lymphknoten","Gibt an, wie viele Lymphknoten untersucht wurden (einschließlich Sentinel).","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie.AnzahlUntersuchteLymphknoten",0,*,"","","Observation.code.coding.where(system='http://loinc.org' and code='2708-6').select(%resource.valueQuantity.value)","6.7"
"mii-lm-onko.Histologie.AnzahlBefalleneLymphknoten","mii-lm-onko.Histologie.AnzahlBefalleneLymphknoten","","","",0,*,"","","","decimal {[]} {[]}
","Anzahl der befallenen Lymphknoten","Gibt an, wie viele Lymphknoten befallen sind (einschließlich Sentinel).","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie.AnzahlBefalleneLymphknoten",0,*,"","","Observation.code.coding.where(system='http://loinc.org' and code='21893-3').select(%resource.valueQuantity.value)","6.8"
"mii-lm-onko.Histologie.AnzahlUntersuchteSentinelLymphknoten","mii-lm-onko.Histologie.AnzahlUntersuchteSentinelLymphknoten","","","",0,*,"","","","decimal {[]} {[]}
","Anzahl der untersuchten Sentinel-Lymphknoten","Gibt an, wie viele Sentinel-Lymphknoten untersucht wurden.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie.AnzahlUntersuchteSentinelLymphknoten",0,*,"","","Observation.code.coding.where(system='http://loinc.org' and code='85347-3').select(%resource.valueQuantity.value)","6.9"
"mii-lm-onko.Histologie.AnzahlBefalleneSentinelLymphknoten","mii-lm-onko.Histologie.AnzahlBefalleneSentinelLymphknoten","","","",0,*,"","","","decimal {[]} {[]}
","Anzahl der befallenen Sentinel-Lymphknoten","Gibt an, wie viele Sentinel-Lymphknoten befallen sind.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie.AnzahlBefalleneSentinelLymphknoten",0,*,"","","Observation.code.coding.where(system='http://loinc.org' and code='92832-5').select(%resource.valueQuantity.value)","6.10"
"mii-lm-onko.Histologie.Befund","mii-lm-onko.Histologie.Befund","","","",0,*,"","","","string {[]} {[]}
","Befund","Vollständiger Befundbericht des Pathologen.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.Histologie.Befund",0,*,"","","DiagnosticReport.code.coding.where(system='http://loinc.org' and code='60568-3').select(%resource.conclusion)","6.11"
"mii-lm-onko.TNMKlassifikation","mii-lm-onko.TNMKlassifikation","","","",0,*,"","","","BackboneElement {[]} {[]}
","TNM-Klassifikation","TNM-Klassifikation","","","","","","","","","",,,,,"",,,,"mii-lm-onko.TNMKlassifikation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","8"
"mii-lm-onko.TNMKlassifikation.id","mii-lm-onko.TNMKlassifikation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"mii-lm-onko.TNMKlassifikation.extension","mii-lm-onko.TNMKlassifikation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-onko.TNMKlassifikation.modifierExtension","mii-lm-onko.TNMKlassifikation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"mii-lm-onko.TNMKlassifikation.TNMDatum","mii-lm-onko.TNMKlassifikation.TNMDatum","","","",1,1,"","","","dateTime {[]} {[]}
","TNM Datum","Gibt an, auf welches Datum sich die TNM-Klassifikation bezieht.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.TNMKlassifikation.TNMDatum",1,1,"","","Observation.effectiveDateTime","8.1"
"mii-lm-onko.TNMKlassifikation.TNMVersion","mii-lm-onko.TNMKlassifikation.TNMVersion","","","",1,1,"","","","code {[]} {[]}
","TNM Version","Gibt an, nach welcher Version des TNM klassifiziert wurde.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.TNMKlassifikation.TNMVersion",1,1,"","","Observation.method","8.2"
"mii-lm-onko.TNMKlassifikation.TNMySymbol","mii-lm-onko.TNMKlassifikation.TNMySymbol","","","",0,1,"","","","code {[]} {[]}
","TNM y-Symbol","Gibt an, ob die Klassifikation während oder nach initialer multimodaler Therapie erfolgte.","","","","","","","","","",,,,,"http://loinc.org#101658-3 (Cancer staging after multimodality therapy)
",,,,"mii-lm-onko.TNMKlassifikation.TNMySymbol",0,1,"","","Observation.valueCodeableConcept.coding.code","8.3"
"mii-lm-onko.TNMKlassifikation.TNMrSymbol","mii-lm-onko.TNMKlassifikation.TNMrSymbol","","","",0,1,"","","","code {[]} {[]}
","TNM r-Symbol","Gibt an, ob die Klassifikation ein Rezidiv beurteilt.","","","","","","","","","",,,,,"http://loinc.org#101659-1 (Cancer staging after tumor recurrence)
",,,,"mii-lm-onko.TNMKlassifikation.TNMrSymbol",0,1,"","","Observation.valueCodeableConcept.coding.code","8.4"
"mii-lm-onko.TNMKlassifikation.TNMaSymbol","mii-lm-onko.TNMKlassifikation.TNMaSymbol","","","",0,1,"","","","code {[]} {[]}
","TNM a-Symbol","Gibt an, ob die Klassifikation aus Anlass einer Autopsie erfolgte.","","","","","","","","","",,,,,"http://loinc.org#101660-9 (Cancer staging during autopsy)
",,,,"mii-lm-onko.TNMKlassifikation.TNMaSymbol",0,1,"","","Observation.valueCodeableConcept.coding.code","8.5"
"mii-lm-onko.TNMKlassifikation.TNMcpuPraefixT","mii-lm-onko.TNMKlassifikation.TNMcpuPraefixT","","","",0,1,"","","","code {[]} {[]}
","TNM c/p-Präfix T","Gibt an, ob die Klassifikation klinisch oder pathologisch erfolgte.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.TNMKlassifikation.TNMcpuPraefixT",0,1,"","","Observation.code.extension.where(url='https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/StructureDefinition/mii-ex-onko-tnm-cp-praefix').value.coding.code","8.6"
"mii-lm-onko.TNMKlassifikation.TNMcpuPraefixN","mii-lm-onko.TNMKlassifikation.TNMcpuPraefixN","","","",0,1,"","","","code {[]} {[]}
","TNM c/p-Präfix N","Gibt an, ob die Klassifikation klinisch oder pathologisch erfolgte.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.TNMKlassifikation.TNMcpuPraefixN",0,1,"","","Observation.code.extension.where(url='https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/StructureDefinition/mii-ex-onko-tnm-cp-praefix').value.coding.code","8.7"
"mii-lm-onko.TNMKlassifikation.TNMcpuPraefixM","mii-lm-onko.TNMKlassifikation.TNMcpuPraefixM","","","",0,1,"","","","code {[]} {[]}
","TNM c/p-Präfix M","Gibt an, ob die Klassifikation klinisch oder pathologisch erfolgte.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.TNMKlassifikation.TNMcpuPraefixM",0,1,"","","Observation.code.extension.where(url='https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/StructureDefinition/mii-ex-onko-tnm-cp-praefix').value.coding.code","8.8"
"mii-lm-onko.TNMKlassifikation.TNMTKategorie","mii-lm-onko.TNMKlassifikation.TNMTKategorie","","","",0,1,"","","","code {[]} {[]}
","TNM T-Kategorie","Ausbreitung des Primärtumors, erfolgt gemäß Tumorentität nach TNM.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.TNMKlassifikation.TNMTKategorie",0,1,"","","Observation.valueCodeableConcept.coding.code","8.9"
"mii-lm-onko.TNMKlassifikation.TNMmSymbol","mii-lm-onko.TNMKlassifikation.TNMmSymbol","","","",0,1,"","","","code {[]} {[]}
","TNM m-Symbol","Kennzeichnet Vorhandensein multipler Primärtumoren in einem anatomischen Bezirk.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.TNMKlassifikation.TNMmSymbol",0,1,"","","Observation.valueCodeableConcept.coding.code","8.10"
"mii-lm-onko.TNMKlassifikation.TNMMKategorie","mii-lm-onko.TNMKlassifikation.TNMMKategorie","","","",0,1,"","","","code {[]} {[]}
","TNM M-Kategorie","Fehlen oder Vorhandensein von Fernmetastasen, gemäß Tumorentität nach TNM.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.TNMKlassifikation.TNMMKategorie",0,1,"","","Observation.valueCodeableConcept.coding.code","8.12"
"mii-lm-onko.TNMKlassifikation.TNMNKategorie","mii-lm-onko.TNMKlassifikation.TNMNKategorie","","","",0,1,"","","","code {[]} {[]}
","TNM N-Kategorie","Ausbreitung von regionären Lymphknotenmetastasen, erfolgt gemäß Tumorentität nach TNM.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.TNMKlassifikation.TNMNKategorie",0,1,"","","Observation.valueCodeableConcept.coding.code","8.11"
"mii-lm-onko.TNMKlassifikation.TNMLKategorie","mii-lm-onko.TNMKlassifikation.TNMLKategorie","","","",0,1,"","","","code {[]} {[]}
","TNM L-Kategorie","Lymphgefäßinvasion.","","","","","","","","","",,,,,"http://snomed.info/sct#395715009 (Status of lymphatic (small vessel) invasion by tumor (observable entity))
",,,,"mii-lm-onko.TNMKlassifikation.TNMLKategorie",0,1,"","","Observation.valueCodeableConcept.coding.code","8.13"
"mii-lm-onko.TNMKlassifikation.TNMVKategorie","mii-lm-onko.TNMKlassifikation.TNMVKategorie","","","",0,1,"","","","code {[]} {[]}
","TNM V-Kategorie","Veneninvasion.","","","","","","","","","",,,,,"http://snomed.info/sct#371493002 (Status of venous (large vessel) invasion by tumor (observable entity))
",,,,"mii-lm-onko.TNMKlassifikation.TNMVKategorie",0,1,"","","Observation.valueCodeableConcept.coding.code","8.14"
"mii-lm-onko.TNMKlassifikation.TNMPnKategorie","mii-lm-onko.TNMKlassifikation.TNMPnKategorie","","","",0,1,"","","","code {[]} {[]}
","TNM Pn-Kategorie","Perineuralinvasion.","","","","","","","","","",,,,,"http://snomed.info/sct#371513001 (Presence of direct invasion by primary malignant neoplasm to nerve (observable entity))
",,,,"mii-lm-onko.TNMKlassifikation.TNMPnKategorie",0,1,"","","Observation.valueCodeableConcept.coding.code","8.15"
"mii-lm-onko.TNMKlassifikation.TNMSKategorie","mii-lm-onko.TNMKlassifikation.TNMSKategorie","","","",0,1,"","","","code {[]} {[]}
","TNM S-Kategorie","Serumtumormarker.","","","","","","","","","",,,,,"http://snomed.info/sct#399424006 (Serum tumor marker category (observable entity))
",,,,"mii-lm-onko.TNMKlassifikation.TNMSKategorie",0,1,"","","Observation.valueCodeableConcept.coding.code","8.16"
"mii-lm-onko.TNMKlassifikation.UICCStadium","mii-lm-onko.TNMKlassifikation.UICCStadium","","","",0,1,"","","","code {[]} {[]}
","UICC Stadium","Stadium nach aktuell gültiger TNM-Klassifikation.","","","","","","","","","",,,,,"",,,,"mii-lm-onko.TNMKlassifikation.UICCStadium",0,1,"","","Observation.valueCodeableConcept.coding.code","8.17"
"mii-lm-onko.WeitereKlassifikationen","mii-lm-onko.WeitereKlassifikationen","","","",0,*,"","","","BackboneElement {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"mii-lm-onko.WeitereKlassifikationen",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation","9"
