"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Organspezifische Zusatzmodule LogicalModel FHIR Mapping","Mapping: Organspezifische Zusatzmodule LogicalModel oBDS Mapping","Mapping: RIM Mapping"
"OrganspezifischeZusatzmodule","OrganspezifischeZusatzmodule","","","",0,*,"","","","null {[]} {[]}
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.extension","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.modifierExtension","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.Status","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.Status","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Estrogen-Rezeptorstatus","Kategoriale Bewertung des Estrogen-Rezeptorstatus: positiv/negativ. oBDS M2","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.Status",0,1,"","","Observation.valueCodeableConcept","M2.1.1"
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.AnteilPositiveZellen","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.AnteilPositiveZellen","","","",0,1,"","","","Quantity {[]} {[]}
","Anteil positive Zellen","Quantitative Bestimmung in Prozent.","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.AnteilPositiveZellen",0,1,"","","Observation.component.where(code.coding.system='http://snomed.info/sct' and code.coding.code='1234804006').valueQuantity","M2.1.2"
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.Faerbeintensitaet","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.Faerbeintensitaet","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Färbeintensität","Qualitative Bewertung der Färbeintensität.","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusEstrogen.Faerbeintensitaet",0,1,"","","Observation.component.where(code.coding.system='http://snomed.info/sct' and code.coding.code='1236874005').valueCodeableConcept","M2.1.3"
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron","","","",0,1,"","","","BackboneElement {[]} {[]}
","Rezeptorstatus Progesteron","Rezeptorstatus Progesteron","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation.where(code.coding.system='http://loinc.org' and code.coding.code='85339-0')","M2.2"
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.id","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.extension","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.modifierExtension","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.Status","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.Status","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Progesteron-Rezeptorstatus","Kategoriale Bewertung des Progesteron-Rezeptorstatus: positiv/negativ. oBDS M3","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.Status",0,1,"","","Observation.valueCodeableConcept","M2.2.1"
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.AnteilPositiveZellen","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.AnteilPositiveZellen","","","",0,1,"","","","Quantity {[]} {[]}
","Anteil positive Zellen","Quantitative Bestimmung in Prozent.","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.AnteilPositiveZellen",0,1,"","","Observation.component.where(code.coding.system='http://snomed.info/sct' and code.coding.code='1234803000').valueQuantity","M2.2.2"
"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.Faerbeintensitaet","OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.Faerbeintensitaet","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Färbeintensität","Qualitative Bewertung der Färbeintensität.","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.RezeptorstatusProgesteron.Faerbeintensitaet",0,1,"","","Observation.component.where(code.coding.system='http://snomed.info/sct' and code.coding.code='1237278006').valueCodeableConcept","M2.2.3"
"OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung","OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung","","","",0,*,"","","","BackboneElement {[]} {[]}
","Präoperative Markierung","Präoperative Markierung","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Procedure.where(meta.profile.contains('https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/StructureDefinition/mii-pr-onko-mamma-praeoperative-markierung'))","M5"
"OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung.id","OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung.extension","OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung.modifierExtension","OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung.Modalitaet","OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung.Modalitaet","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Markierungsmodalität","Art der präoperativen Markierung","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.PraeoperativeMarkierung.Modalitaet",0,1,"","","Procedure.usedCode.coding.where(memberOf('mii-vs-onko-mamma-praeoperative-markierung-modalitaet'))","M5.1"
"OrganspezifischeZusatzmodule.Mamma.MammaOperation","OrganspezifischeZusatzmodule.Mamma.MammaOperation","","","",0,*,"","","","BackboneElement {[]} {[]}
","Mamma-Operation","Mamma-Operation","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.MammaOperation",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Procedure.where(meta.profile.contains('https://www.medizininformatik-initiative.de/fhir/ext/modul-onko/StructureDefinition/mii-pr-onko-mamma-operation'))","M4"
"OrganspezifischeZusatzmodule.Mamma.MammaOperation.id","OrganspezifischeZusatzmodule.Mamma.MammaOperation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"OrganspezifischeZusatzmodule.Mamma.MammaOperation.extension","OrganspezifischeZusatzmodule.Mamma.MammaOperation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"OrganspezifischeZusatzmodule.Mamma.MammaOperation.modifierExtension","OrganspezifischeZusatzmodule.Mamma.MammaOperation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"OrganspezifischeZusatzmodule.Mamma.MammaOperation.Operationstyp","OrganspezifischeZusatzmodule.Mamma.MammaOperation.Operationstyp","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Operationstyp","Art der Mamma-Operation.","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.MammaOperation.Operationstyp",0,1,"","","Procedure.code","M4.1"
"OrganspezifischeZusatzmodule.Mamma.MammaOperation.IntraoperativesImaging","OrganspezifischeZusatzmodule.Mamma.MammaOperation.IntraoperativesImaging","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Intraoperatives Imaging","Intraoperatives Imagung und weitere Markierungen und Hilfsmittel während der Operation.","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.Mamma.MammaOperation.IntraoperativesImaging",0,*,"","","Procedure.usedCode","M4.2"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom","OrganspezifischeZusatzmodule.KolorektalesKarzinom","","","",0,*,"","","","BackboneElement {[]} {[]}
","Kolorektales Karzinom","Kolorektales Karzinom","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Bundle/Collection von KRK-spezifischen Ressourcen","KRK-Zusatzmodul nach oBDS"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.id","OrganspezifischeZusatzmodule.KolorektalesKarzinom.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.extension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.modifierExtension","OrganspezifischeZusatzmodule.KolorektalesKarzinom.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation","OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation","","","",0,1,"","","","BackboneElement {[]} {[]}
","Tumor Lokalisation","Tumor Lokalisation","","","","","","","","","",,,,,"",,,,"OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","KRK-spezifische Tumorlokalisation","KR1"
"OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation.id","OrganspezifischeZusatzmodule.KolorektalesKarzinom.TumorLokalisation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"","","n/a"
